frame,dense_gflops,reti_gflops,energy_savings_pct,sensing_latency_ms
000242.png,45.2,1.160226516371444,97.43312717616938,21.964875049889088
000243.png,45.2,45.25,-0.11061946902655162,21.751833031885326
000244.png,45.2,10.785909822866346,76.13736764852578,23.29949999693781
000245.png,45.2,45.25,-0.11061946902655162,22.208290989510715
000246.png,45.2,43.83067632850241,3.0294771493309502,22.095041000284255
000247.png,45.2,18.028099838969407,60.11482336511194,22.245541913434863
000248.png,45.2,11.914090177133657,73.64139341342111,22.92875002603978
000249.png,45.2,45.25,-0.11061946902655162,21.83579106349498
000250.png,45.2,45.25,-0.11061946902655162,22.81183295417577
000251.png,45.2,45.25,-0.11061946902655162,22.102874936535954
000252.png,45.2,11.149838969404188,75.33221466945976,22.974541992880404
000253.png,45.2,45.25,-0.11061946902655162,23.000082932412624
000254.png,45.2,43.35756843800322,4.076176022116773,22.556208074092865
000255.png,45.2,38.77206119162641,14.221103558348647,23.67599995341152
000256.png,45.2,15.054070853462159,66.69453351003946,25.632625096477568
000257.png,45.2,45.25,-0.11061946902655162,25.045291986316442
000258.png,45.2,45.25,-0.11061946902655162,24.892040994018316
000259.png,45.2,30.940500053676868,31.547566252927282,25.982624967582524
000260.png,45.2,45.25,-0.11061946902655162,26.144708041101694
000261.png,45.2,45.25,-0.11061946902655162,25.22720897104591
000262.png,45.2,45.25,-0.11061946902655162,24.039500043727458
000263.png,45.2,40.42167922705314,10.571506134838193,26.277166907675564
000264.png,45.2,29.105811916264095,35.606610804725456,25.438457960262895
000265.png,45.2,45.25,-0.11061946902655162,24.850166984833777
000266.png,45.2,45.25,-0.11061946902655162,24.65420903172344
000267.png,45.2,45.25,-0.11061946902655162,23.485957994125783
000268.png,45.2,45.25,-0.11061946902655162,26.295541902072728
000269.png,45.2,45.25,-0.11061946902655162,25.579041917808354
000270.png,45.2,33.131159420289855,26.70097473387201,24.707708042114973
000271.png,45.2,33.67705314009662,25.49324526527298,23.659041966311634
000272.png,45.2,41.42874396135265,8.3434868111667,24.116040905937552
000273.png,45.2,45.25,-0.11061946902655162,23.971667047590017
000274.png,45.2,45.25,-0.11061946902655162,22.965459036640823
000275.png,45.2,45.25,-0.11061946902655162,22.444291971623898
000276.png,45.2,45.25,-0.11061946902655162,23.750957916490734
000277.png,45.2,45.25,-0.11061946902655162,22.637167014181614
000278.png,45.2,45.25,-0.11061946902655162,22.242374951019883
000279.png,45.2,45.25,-0.11061946902655162,22.625416982918978
000280.png,45.2,45.25,-0.11061946902655162,22.760875057429075
000281.png,45.2,21.085104669887283,53.35153834095734,22.99870806746185
000282.png,45.2,41.46513687600644,8.262971513260098,21.922625019215047
